Usuario|comentario|tipo emocion
William|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|me gusta
Chloe|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|pensativo
John|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|enojado
Katrina|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|no me gusta
Karen|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|me gusta
Mary|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|alegre
Thomas|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|me gusta
Kathryn|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|alegre
Dustin|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|alegre
Kimberly|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|me gusta
Austin|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|no me gusta
Laura|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|pensativo
Kristen|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|no me gusta
Anna|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|pensativo
Heather|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|enojado
Jennifer|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|no me gusta
Larry|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|no me gusta
Brittany|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|me gusta
Deanna|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|alegre
Brian|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|no me gusta
Christina|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|me gusta
Crystal|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|pensativo
Samuel|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|no me gusta
Natalie|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|pensativo
Richard|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|enojado
Andrea|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|no me gusta
Heidi|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|me gusta
Steven|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|alegre
Elizabeth|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|pensativo
Theresa|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|enojado
Jacob|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|enojado
Kelly|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|me gusta
Tina|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|enojado
Jeffrey|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|alegre
Bryan|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|me gusta
Danielle|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|enojado
Shelby|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|alegre
David|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|pensativo
Jake|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|enojado
Carlos|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|me gusta
Erica|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|no me gusta
James|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|enojado
Jared|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|alegre
Linda|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|me gusta
Lauren|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|me gusta
Jeremiah|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|pensativo
Zachary|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|alegre
Amanda|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|alegre
Hunter|Harry Kane del Chelsea dejó todo en la cancha bajo la lluvia.|alegre
Shelley|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Robert|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|me gusta
Norma|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|enojado
Ryan|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|enojado
Gabriella|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|me gusta
Justin|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
Nicole|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|enojado
Abigail|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|me gusta
Gina|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|me gusta
Omar|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|enojado
Mark|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
Chad|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|alegre
Kyle|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|enojado
Dylan|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|alegre
Wendy|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|alegre
Kayla|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Judith|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
Reginald|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|me gusta
Kenneth|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
Anthony|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|enojado
Michael|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
Stanley|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|alegre
Julie|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Adriana|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
Benjamin|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Nicholas|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|enojado
Jesse|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
Troy|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|alegre
April|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Charles|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|alegre
Joan|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Jessica|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Craig|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
Megan|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
Amy|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Molly|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Sheryl|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
Caroline|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|enojado
Joshua|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|alegre
Jay|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Julian|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|enojado
Keith|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|me gusta
Sally|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|me gusta
Barbara|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Melissa|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|enojado
Katelyn|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|alegre
Jerry|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|alegre
Sandra|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
Emily|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|enojado
Brad|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Tracy|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
William|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Chloe|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|me gusta
John|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
Katrina|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Karen|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|me gusta
Mary|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|alegre
Thomas|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
Kathryn|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|enojado
Dustin|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|alegre
Kimberly|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|me gusta
Austin|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|alegre
Laura|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|enojado
Kristen|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|enojado
Anna|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Heather|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|enojado
Jennifer|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
Larry|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|alegre
Brittany|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|me gusta
Deanna|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|me gusta
Brian|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
Christina|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|me gusta
Crystal|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|alegre
Samuel|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Natalie|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|alegre
Richard|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|alegre
Andrea|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|me gusta
Heidi|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|me gusta
Steven|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
Elizabeth|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|me gusta
Theresa|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|me gusta
Jacob|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Kelly|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Tina|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
Jeffrey|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Bryan|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Danielle|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Shelby|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
David|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|alegre
Jake|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Carlos|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|enojado
Erica|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
James|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Jared|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
Linda|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|enojado
Lauren|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|pensativo
Jeremiah|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|alegre
Zachary|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|no me gusta
Amanda|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|enojado
Hunter|Phil Foden del Manchester City fue expulsado por doble amarilla en un partido histórico.|me gusta
Shelley|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Robert|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|enojado
Norma|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Ryan|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Gabriella|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|no me gusta
Justin|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|enojado
Nicole|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|pensativo
Abigail|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Gina|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|enojado
Omar|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|enojado
Mark|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|no me gusta
Chad|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Kyle|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Dylan|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Wendy|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|enojado
Kayla|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Judith|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Reginald|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Kenneth|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|enojado
Anthony|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|enojado
Michael|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Stanley|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|no me gusta
Julie|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Adriana|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|pensativo
Benjamin|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|enojado
Nicholas|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Jesse|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Troy|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
April|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|pensativo
Charles|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|no me gusta
Joan|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Jessica|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Craig|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Megan|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|enojado
Amy|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Molly|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|pensativo
Sheryl|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|no me gusta
Caroline|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|no me gusta
Joshua|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Jay|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Julian|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|no me gusta
Keith|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|enojado
Sally|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|pensativo
Barbara|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Melissa|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|enojado
Katelyn|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|no me gusta
Jerry|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Sandra|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|pensativo
Emily|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Brad|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|no me gusta
Tracy|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|pensativo
William|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|no me gusta
Chloe|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|pensativo
John|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|no me gusta
Katrina|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|pensativo
Karen|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Mary|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Thomas|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|no me gusta
Kathryn|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|enojado
Dustin|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Kimberly|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Austin|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|pensativo
Laura|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Kristen|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|no me gusta
Anna|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Heather|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|pensativo
Jennifer|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|enojado
Larry|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Brittany|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|no me gusta
Deanna|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|no me gusta
Brian|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|pensativo
Christina|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|enojado
Crystal|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|enojado
Samuel|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|enojado
Natalie|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Richard|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|pensativo
Andrea|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Heidi|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Steven|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Elizabeth|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|enojado
Theresa|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Jacob|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Kelly|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Tina|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|pensativo
Jeffrey|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|no me gusta
Bryan|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|enojado
Danielle|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|no me gusta
Shelby|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
David|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Jake|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Carlos|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|no me gusta
Erica|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
James|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|pensativo
Jared|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Linda|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|no me gusta
Lauren|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Jeremiah|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|enojado
Zachary|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|me gusta
Amanda|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Hunter|Jack Grealish del Liverpool marcó un gol espectacular en la jornada 10.|alegre
Shelley|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|me gusta
Robert|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|no me gusta
Norma|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Ryan|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Gabriella|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|me gusta
Justin|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Nicole|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|alegre
Abigail|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|no me gusta
Gina|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|alegre
Omar|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|no me gusta
Mark|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Chad|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|no me gusta
Kyle|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Dylan|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|no me gusta
Wendy|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|alegre
Kayla|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|alegre
Judith|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Reginald|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|alegre
Kenneth|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|me gusta
Anthony|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|enojado
Michael|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|alegre
Stanley|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|no me gusta
Julie|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|enojado
Adriana|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|alegre
Benjamin|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Nicholas|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|me gusta
Jesse|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|enojado
Troy|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|no me gusta
April|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|me gusta
Charles|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|alegre
Joan|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|me gusta
Jessica|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Craig|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|enojado
Megan|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Amy|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Molly|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|alegre
Sheryl|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|me gusta
Caroline|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|enojado
Joshua|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|alegre
Jay|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|enojado
Julian|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|me gusta
Keith|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Sally|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|enojado
Barbara|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|me gusta
Melissa|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|alegre
Katelyn|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|me gusta
Jerry|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|me gusta
Sandra|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|enojado
Emily|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Brad|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|enojado
Tracy|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|no me gusta
William|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|alegre
Chloe|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
John|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|enojado
Katrina|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|no me gusta
Karen|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Mary|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Thomas|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|alegre
Kathryn|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Dustin|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|no me gusta
Kimberly|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|enojado
Austin|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|alegre
Laura|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|enojado
Kristen|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|no me gusta
Anna|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Heather|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|alegre
Jennifer|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|enojado
Larry|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|me gusta
Brittany|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|no me gusta
Deanna|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|me gusta
Brian|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Christina|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|no me gusta
Crystal|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Samuel|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|enojado
Natalie|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Richard|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Andrea|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|no me gusta
Heidi|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|no me gusta
Steven|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|no me gusta
Elizabeth|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|enojado
Theresa|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|me gusta
Jacob|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
Kelly|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|no me gusta
Tina|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|enojado
Jeffrey|Marcus Rashford del Leicester City hizo una entrada polémica en el clásico.|pensativo
